- 14:55:38.480 INFO: [DR Data],0,0,0.010102939,45.759804,3.110615,67.50003024,0,0

- 14:55:38.493 INFO: [DR Data],0,-0.67,0.015464438,45.759804,3.110615,67.5104377,0,0

- 14:55:38.504 INFO: [DR Data],0,0,0.011543073,45.759804,3.110615,67.51047225,0,0

- 14:55:38.516 INFO: [DR Data],0,0,0.011331053,45.759804,3.110615,67.51050617,0,0

- 14:55:38.528 INFO: [DR Data],0,0,0.011760093,45.759804,3.110615,67.51054137,0,0

- 14:55:38.539 INFO: [DR Data],0,0,0.011398059,45.759804,3.110615,67.51057549,0,0

- 14:55:38.551 INFO: [DR Data],0,0,0.011573075,45.759804,3.110615,67.51061013,0,0

- 14:55:38.562 INFO: [DR Data],0,0,0.011312051,45.759804,3.110615,67.51064399,0,0

- 14:55:38.573 INFO: [DR Data],0,0,0.011393058,45.759804,3.110615,67.51067809,0,0

- 14:55:38.585 INFO: [DR Data],0,0,0.011369057,45.759804,3.110615,67.51071212,0,0

- 14:55:38.588 INFO: [GPS Data],Invalid
- 14:55:38.600 INFO: [DR Data],0,0,0.014891385,45.759804,3.110615,67.5107567,0,0

- 14:55:38.611 INFO: [DR Data],0,0,0.011357056,45.759804,3.110615,67.51079069,0,0

- 14:55:38.623 INFO: [DR Data],0,0,0.011699086,45.759804,3.110615,67.51082571,0,0

- 14:55:38.634 INFO: [DR Data],0,0,0.011305051,45.759804,3.110615,67.51085955,0,0

- 14:55:38.645 INFO: [DR Data],0,0,0.011406059,45.759804,3.110615,67.51089369,0,0

- 14:55:38.657 INFO: [DR Data],0,0,0.011455064,45.759804,3.110615,67.51092798,0,0

- 14:55:38.668 INFO: [DR Data],0,0,0.011331053,45.759804,3.110615,67.5109619,0,0

- 14:55:38.680 INFO: [DR Data],0,0,0.011569077,45.759804,3.110615,67.51099653,0,0

- 14:55:38.691 INFO: [DR Data],0,0,0.011251046,45.759804,3.110615,67.5110302,0,0

- 14:55:38.702 INFO: [DR Data],0,0,0.011415061,45.759804,3.110615,67.51106437,0,0

- 14:55:38.714 INFO: [DR Data],0,0,0.011408059,45.759804,3.110615,67.51109852,0,0

- 14:55:38.725 INFO: [DR Data],0,0,0.011365056,45.759804,3.110615,67.51113254,0,0

- 14:55:38.737 INFO: [DR Data],0,0,0.011511069,45.759804,3.110615,67.51116699,0,0

- 14:55:38.748 INFO: [DR Data],0,0,0.01129305,45.759804,3.110615,67.5112008,0,0

- 14:55:38.760 INFO: [DR Data],0,0,0.011440063,45.759804,3.110615,67.51123504,0,0

- 14:55:38.771 INFO: [DR Data],0,-0.67,0.011481067,45.759804,3.110615,67.51896172,0,0

- 14:55:38.782 INFO: [DR Data],0,0,0.011340054,45.759804,3.110615,67.51899566,0,0

- 14:55:38.794 INFO: [DR Data],0,0,0.011414061,45.759804,3.110615,67.51902983,0,0

- 14:55:38.805 INFO: [DR Data],0,0,0.011267047,45.759804,3.110615,67.51906355,0,0

- 14:55:38.817 INFO: [DR Data],0,-0.53,0.011288049,45.759804,3.110615,67.52508001,0,0

- 14:55:38.829 INFO: [DR Data],0,0,0.012545165,45.759804,3.110615,67.52511756,0,0

- 14:55:38.840 INFO: [DR Data],0,0,0.011289049,45.759804,3.110615,67.52515135,0,0

- 14:55:38.851 INFO: [DR Data],0,0,0.011391059,45.759804,3.110615,67.52518545,0,0

- 14:55:38.863 INFO: [DR Data],0,0,0.011374058,45.759804,3.110615,67.52521949,0,0

- 14:55:38.874 INFO: [DR Data],0,0,0.011250045,45.759804,3.110615,67.52525317,0,0

- 14:55:38.885 INFO: [DR Data],0,0,0.011378058,45.759804,3.110615,67.52528722,0,0

- 14:55:38.897 INFO: [DR Data],0,0,0.011364055,45.759804,3.110615,67.52532124,0,0

- 14:55:38.908 INFO: [DR Data],0,0,0.011249045,45.759804,3.110615,67.52535491,0,0

- 14:55:38.920 INFO: [DR Data],0,0,0.011439063,45.759804,3.110615,67.52538915,0,0

- 14:55:38.931 INFO: [DR Data],0,0,0.011985114,45.759804,3.110615,67.52542503,0,0

- 14:55:38.943 INFO: [DR Data],0,0,0.011390058,45.759804,3.110615,67.52545912,0,0

- 14:55:38.954 INFO: [DR Data],0,-0.53,0.011304051,45.759804,3.110615,67.5314841,0,0

- 14:55:38.966 INFO: [DR Data],0,0,0.011636082,45.759804,3.110615,67.53151893,0,0

- 14:55:38.977 INFO: [DR Data],0,0,0.011269047,45.759804,3.110615,67.53155266,0,0

- 14:55:38.988 INFO: [DR Data],0,0,0.011382057,45.759804,3.110615,67.53158673,0,0

- 14:55:39.000 INFO: [DR Data],0,0,0.011371057,45.759804,3.110615,67.53162077,0,0

